farm code,region code,sub region code,holding type code,LATITUDE_coded,LONGITUDE_code,HOLDER LEGAL STATUS CODE,profession code,educational level code,tenure code,soil salinity group code,soil type code,Permanent Employees,Temporary Employees,Holding Area_coded,resting areas_coded,buildings_coded,Wind bumpers_coded,Fruit tree crops_coded,Protected vegetable crops_coded,vegetable crops_coded,Fruit waste %,Plastic houses waste %,Exposed Vegetable  waste %
6569,B,29,B,23.61277167,55.44718833,E,B,G,D,B,B,2,0,39.18213,20.08188,0.38025,0,7.02,0,0,0.161636793,0,0
6570,B,16,B,23.92743167,55.44086333,E,B,E,D,B,B,1,0,39.1599,28.4895,1.0764,0,9.594,0,0,0.184563818,0,0
6571,B,19,B,23.59811827,55.52942936,F,B,A,D,B,B,1,0,39.15054,22.54824,0.2223,0,11.7,0,0,0,0,0
6572,C,33,A,23.03419833,53.476305,E,B,E,D,B,B,2,0,26.325,1.17,0.585,1.17,19.89,0,0,0.257734256,0,0
6573,A,9,A,24.68930333,54.79356833,E,B,C,D,A,B,2,0,27.18846,12.75066,0.67158,2.83725,5.07897,0,0,0.223836748,0,0
6574,A,9,A,24.575025,54.84086,E,B,B,D,A,B,2,0,32.61726,3.861,0.5733,2.34,17.55,0,3.51,0.336706692,0,0.229805954
6575,C,21,B,23.61897167,54.39320667,E,B,A,D,B,B,0,0,20.0889,12.03345,0.0819,2.41605,5.5575,0,0,0.202659493,0,0
6576,C,38,A,23.30062833,53.7586,E,B,A,D,A,B,4,0,46.8,0.3393,0.1521,5.9436,11.7,0,7.605,0.232711755,0,0.234373513
6577,C,45,B,23.118875,53.84956833,E,B,G,D,B,B,1,0,29.952,8.775,0.117,1.17,19.89,0,0,0.347534005,0,0
6578,B,29,B,23.68436167,55.53740167,E,B,B,D,B,B,2,0,39.15054,9.18684,1.0062,0,21.9375,0,0,0.262883551,0,0
6579,B,18,B,23.83010333,55.466345,E,B,A,D,B,B,1,0,39.18213,15.58323,0.1989,0,23.4,0,0,0.130320855,0,0
6580,C,21,B,23.61857667,54.39438667,E,B,B,D,B,B,0,1,20.0889,13.37895,0,2.49795,4.212,0,0,0.262780067,0,0
6581,B,41,B,24.48342667,55.58041667,E,B,C,D,A,B,1,0,39.16575,21.06,0.55575,0,14.04,0,2.34,0.124158583,0,0.188348616
6582,B,24,B,23.41431333,55.39651333,E,A,A,D,B,B,2,0,39.16809,21.43089,0.1872,0,7.02,0,0,0.090723856,0,0
6583,B,19,A,23.57682167,55.5138,E,B,A,D,B,B,2,0,39.18213,22.29201,0.51012,0,8.19,0,0,0.232220308,0,0
6584,B,29,B,23.61312167,55.44512833,E,B,G,D,B,B,2,0,39.18213,13.18473,0.2574,0,18.72,0,0,0.076928914,0,0
6585,C,1,B,22.98742167,53.40941167,E,B,A,D,B,B,1,0,27.03168,0,0.20592,2.5038,14.41791,0,0,0.399329649,0,0
6586,C,33,B,23.03408333,53.47937833,E,B,G,D,B,B,1,0,26.325,4.68,0,1.755,17.55,0,0,0.119079753,0,0
6587,A,6,B,24.17832333,55.03033333,E,B,B,D,B,B,1,0,24.49161,0,0.0468,0.234,3.51,0,0,0.142154326,0,0
6588,B,16,A,23.92818667,55.44017167,E,B,E,D,B,B,1,0,39.1716,21.20508,1.58652,0,16.38,0,0,0.235788397,0,0
6589,B,19,B,23.58949667,55.397795,E,B,C,D,B,B,2,0,39.16692,17.85537,0.19305,0,16.38,0,0.0585,0.165432062,0,0.064638198
6590,A,6,B,24.17754333,55.029785,E,B,C,D,B,B,1,0,24.49161,0,0.0468,0.1053,4.68,0,0,0.225638592,0,0
6591,B,16,B,23.95277167,55.517395,E,B,D,D,B,B,1,0,39.17862,30.81897,1.63215,1.17,5.5575,0,0,0,0,0
6592,A,9,A,24.57479,54.84178667,E,B,B,D,A,B,3,0,32.61726,1.872,0.5967,1.17,19.89,0.819,7.02,0.264763849,0.04114834,0.376602811
6593,B,19,B,23.59811791,55.52942963,E,B,D,D,B,B,1,0,39.13884,25.97634,0.2925,0,12.87,0,0,0.316021084,0,0
6594,B,16,A,23.94026333,55.465415,E,B,I,D,B,B,4,0,39.1716,15.1281,2.5155,0,14.508,0,0,0.209684696,0,0
6595,B,41,B,24.49371,55.62076333,E,B,G,D,B,B,1,0,39.18096,34.84026,0.2457,0,4.095,0,0,0.345381182,0,0
6596,B,24,B,23.41093,55.40398167,E,A,A,D,B,B,1,0,39.18213,24.94323,0.1989,0,9.36,0,0,0.141681198,0,0
6597,C,1,B,22.96464,53.38107333,E,B,A,D,B,B,3,0,46.8,0,0.64701,1.30221,23.9616,0,0,0,0,0
6598,C,38,B,23.30468833,53.75802167,E,B,I,D,A,B,2,0,46.8,0,0.2106,3.276,43.3134,0,0,0.276473529,0,0
6599,C,43,B,23.62912833,53.65578,E,B,B,D,B,B,2,0,27.03168,8.19,0.6903,2.23821,10.062,0,0,0.220193423,0,0
6600,C,1,B,22.99089333,53.41203,F,A,G,D,B,B,1,0,27.03168,0,0.55926,2.50614,20.826,0,0,0.225803177,0,0
6601,C,34,B,22.925965,54.20964667,F,B,A,D,B,B,1,0,27.03168,15.94008,0.351,0.4446,10.296,0,0,0.41347024,0,0
6602,A,6,B,24.17923167,55.02935667,E,B,F,D,B,B,2,0,24.49161,0,0.02925,0.6435,3.51,0,0,0.135716616,0,0
6603,B,36,A,24.17223999,55.31851685,E,B,G,D,B,B,2,0,17.47044,0,1.97262,0.03744,6.7275,0,0.585,0.224042097,0,0.308717289
6604,A,9,B,24.69222167,54.78571167,E,B,D,D,A,B,1,0,27.18846,10.99098,0.67158,3.07125,10.69965,0,1.755,0.163222835,0,0.215765087
6605,B,18,B,23.82819667,55.46067167,E,B,E,D,B,B,2,0,39.18213,14.54193,0.0702,0,17.55,0,0,0.327205848,0,0
6606,B,19,B,23.575685,55.51540833,E,B,D,D,B,B,2,0,39.35295,13.34853,0.26442,0,11.7,0,0,0.248212129,0,0
6607,C,38,B,23.1761,53.76628667,E,B,A,D,A,B,2,0,46.8,27.9045,0.4095,2.691,12.87,0,0,0.251130893,0,0
6608,C,34,B,22.92529667,54.20365667,E,B,A,D,B,B,1,0,27.08316,23.57316,0.351,0.585,2.574,0,0,0.397537046,0,0
6609,A,9,B,24.69250833,54.78682333,E,B,B,D,A,B,1,0,27.18846,10.27728,0.61893,3.276,7.16625,0,2.34,0.235971927,0,0.397792443
6610,C,45,B,23.10544833,53.83325333,E,B,D,D,B,B,1,0,7.18497,1.21797,0,0,5.967,0,0,0.24640913,0,0
6611,B,16,A,23.930755,55.43073667,E,B,A,D,B,B,2,0,39.1833,18.9891,2.6442,1.17,11.7,0,0,0.309462554,0,0
6612,B,23,B,24.21963667,55.72014833,E,B,G,D,B,C,6,0,31.38759,0,0.234,0,24.03999,7.1136,0,0.170984556,0.0934691,0
6613,B,27,B,24.565475,55.73090167,E,B,A,D,A,B,2,0,22.79628,3.19878,0.117,0,5.4405,0,0,0.032084583,0,0
6614,C,43,B,23.62913667,53.65761667,E,B,A,D,B,B,1,0,27.03168,15.18192,1.17,0.96876,4.446,0,0,0.255068435,0,0
6615,A,6,B,24.17994833,55.02965167,E,B,C,D,B,B,1,0,24.49161,0,0.03276,0.4446,9.36,0,0,0.090935694,0,0
6616,B,19,B,23.58947833,55.39985167,E,B,B,D,B,B,1,0,39.18213,25.84998,0.20475,0,8.19,0,0.2574,0,0,0.156151888
6617,C,1,B,22.99070667,53.41369833,E,B,A,D,B,B,1,0,27.03168,0,0.18837,1.203345,14.1336,0,0,0.151973334,0,0
6618,C,34,B,22.925535,54.20329333,F,B,C,D,B,B,1,0,29.55537,0,0.8775,0.8775,1.755,0,0,0.223908293,0,0
6619,C,38,B,23.17665,53.76751333,E,B,A,D,A,B,6,0,46.8,0,0.117,1.053,4.095,0,41.535,0.246235199,0,0.344562243
6620,B,18,B,23.82686167,55.459585,E,B,D,D,B,B,1,0,39.18213,3.94173,0.1404,0,35.1,0,0,0.269459591,0,0
6621,C,43,B,23.630265,53.65744833,E,B,A,D,B,B,1,0,27.03168,19.422,0.38961,1.37007,5.85,0,0,0.331551683,0,0
6622,B,19,A,23.59811852,55.52942917,F,B,B,D,B,B,3,0,39.15054,5.19714,1.1934,0,28.08,0,0,0.258815637,0,0
6623,B,41,B,24.49363,55.62022,E,B,G,D,B,B,1,0,39.18096,34.25526,0.2457,0,4.68,0,0,0.083223696,0,0
6624,C,38,B,23.30032167,53.75176333,E,B,G,D,A,B,3,0,46.8,4.30209,0.10881,2.0241,20.475,0,19.89,0.396027633,0,0.304993988
6625,A,6,B,24.181575,55.02646667,E,B,G,D,B,B,1,0,24.53373,0,0.03744,0.3276,6.435,0,0,0.25113098,0,0
6626,C,34,B,22.92456833,54.201215,E,B,B,D,B,B,2,0,27.14985,16.29225,0.468,2.1996,8.19,0,0,0,0,0
6627,B,24,B,23.40880167,55.40544,F,A,D,D,B,B,1,0,39.18213,27.29493,0.1872,0,7.02,0,0,0.301821328,0,0
6628,C,1,A,22.96341333,53.38081667,E,B,C,D,B,B,3,0,46.8,0,0.13923,3.83994,21.996,0,0,0.302318499,0,0
6629,B,19,B,23.57454833,55.51681833,E,B,A,D,B,B,2,0,39.17043,14.85783,0.3276,0,21.06,0,0.585,0.239518214,0,0.208849599
6630,C,1,B,22.99101833,53.41439833,E,B,A,D,B,B,1,0,27.03168,0,0.11466,2.406807,9.5355,0,0,0,0,0
6631,B,18,B,23.82815333,55.458825,E,B,A,D,B,B,1,0,39.18213,25.08363,0.0585,0,11.7,0,0,0.203337287,0,0
6632,B,18,A,23.78189,55.43359167,E,B,B,D,B,B,2,0,39.18213,15.63588,1.31625,0,17.55,0,0,0.181278533,0,0
6633,B,3,B,23.87348833,55.32998,E,B,C,D,B,B,1,0,39.18213,26.12493,0.1872,0,8.19,0,0,0.412996904,0,0
6634,B,36,B,24.16228,55.31293167,E,B,A,D,B,C,3,0,26.46306,0,0.31824,0.22932,9.8865,0,2.34,0.259298758,0,0.213764998
6635,B,18,A,23.78095167,55.43153167,E,B,A,D,B,B,2,0,39.18213,8.49888,1.43325,0,24.57,0,0,0.184189034,0,0
6636,B,24,B,23.48647833,55.45263167,E,B,A,D,B,B,2,0,39.18096,17.84718,0.27378,0,11.7,0,0,0,0,0
6637,C,34,B,22.92336167,54.197815,E,B,C,D,B,B,1,0,21.73392,0,0.234,0.6435,1.17,0,0,0.086767675,0,0
6638,A,6,A,24.180895,55.02617,E,B,B,D,B,B,2,0,24.53373,0,0.0585,1.2285,2.925,0,0,0.098442439,0,0
6639,B,16,B,23.941335,55.47189,E,B,C,D,B,B,1,0,39.1833,32.89455,0.32175,0,5.967,0,0,0.240881319,0,0
6640,B,18,B,23.78043833,55.43151167,F,B,C,D,B,B,2,0,39.18213,16.05708,0.89505,0,17.55,0,0,0.145136937,0,0
6641,B,41,B,24.48327,55.57633833,E,B,G,D,A,B,2,0,39.16575,26.91,0.55575,0,2.34,0,0,0.293863749,0,0
6642,B,24,A,23.48587667,55.45409333,E,B,A,D,B,B,2,0,38.70477,15.14682,0.15795,0,7.02,0,0,0.184343507,0,0
6643,C,33,A,23.09521167,53.57027833,E,B,G,D,A,B,4,0,46.8,5.3118,0.9243,4.446,36.1179,0,0,0.241473325,0,0
6644,B,24,A,23.41024833,55.40580667,E,A,C,D,B,B,2,0,39.18213,20.27025,0.19188,0,14.04,0,0,0.148773281,0,0
6645,B,18,B,23.78118833,55.42962,E,B,A,D,B,B,1,0,39.18213,28.34208,0.31005,0,5.85,0,0,0,0,0
6646,B,27,B,24.566025,55.73521,E,B,A,D,B,B,4,0,21.98196,4.07277,0.08775,0,3.78144,0,0,0,0,0
6647,C,45,B,23.09796833,53.68930667,E,B,A,D,B,B,1,0,26.676,14.72562,0.10413,0.14625,11.7,0,0,0.259968513,0,0
6648,B,18,B,23.78051333,55.429955,E,B,A,D,B,B,3,0,39.18213,13.96278,0.64935,0,24.57,0,0,0.249146283,0,0
6649,B,19,B,23.59811852,55.52942918,E,B,A,D,B,B,3,0,39.15054,1.51164,0.1989,0,33.93,0,0,0.205207644,0,0
6650,B,18,B,23.82787333,55.458585,E,B,A,D,B,B,1,0,39.18213,25.90263,0.0585,0,11.7,0,0,0.258930645,0,0
6651,B,18,B,23.78049167,55.42769167,E,B,B,D,B,B,2,0,39.18213,12.74598,0.69615,0,18.72,0,0,0.18113418,0,0
6652,B,41,A,24.48546833,55.610365,E,B,G,D,B,B,2,0,39.18096,27.17676,9.6642,0,2.34,0,0,0.291374829,0,0
6653,B,18,B,23.78240667,55.42778167,E,B,A,D,B,B,2,0,39.18213,14.33718,0.27495,0,19.89,0,0,0.334997945,0,0
6654,B,18,B,23.78948833,55.47872167,E,B,I,D,B,B,1,0,39.18213,29.03589,0.34749,0,5.11875,0,0,0.362763574,0,0
6655,B,18,A,23.78229833,55.425795,E,B,C,D,B,B,3,0,39.18213,15.67098,1.74915,0,16.38,0,0.702,0.239957727,0,0.320288829
6656,B,3,B,23.87282833,55.327465,E,B,D,D,B,B,1,0,39.18213,19.02303,0.2691,0,12.87,0,0,0.263591417,0,0
6657,B,41,B,24.46863167,55.60642667,E,B,G,D,B,B,1,0,19.591065,8.873865,0.12402,3.6855,6.90768,0,0,0.246497145,0,0
6658,B,19,B,23.5981189,55.52942993,E,B,A,D,B,B,3,0,39.18213,7.46928,0.12285,0,29.25,0,0,0,0,0
6659,B,24,B,23.36893833,55.38818833,E,A,G,D,B,B,1,0,39.17511,10.97109,0.10062,0.0234,11.7,0,0,0.354664446,0,0
6660,C,45,B,23.09929833,53.69184667,F,B,A,D,B,B,1,0,27.38736,0,0.1404,1.3455,25.90146,0,0,0.215334727,0,0
6661,B,41,B,24.46786667,55.60666167,E,B,G,D,B,B,1,0,19.591065,10.178415,0.06201,4.0014,5.34924,0,0,0.147527256,0,0
6662,C,34,B,23.00706,54.11798667,E,B,C,D,B,B,1,0,27.03168,14.93388,0.351,1.14075,10.60605,0,0,0.178466172,0,0
6663,C,34,A,23.00799,54.11631833,E,B,A,D,B,B,3,0,27.03168,4.24593,1.872,1.72575,16.848,0,0,0.168958352,0,0
6664,C,45,B,23.13096,53.68237167,E,B,C,D,A,B,2,0,46.77075,19.42902,0.22698,0.67275,26.442,0,0,0.301743261,0,0
6665,B,19,A,23.59811844,55.52942901,E,B,A,D,B,B,3,0,39.13884,4.62267,0.58617,0,32.76,0,0,0.252637935,0,0
6666,C,34,A,23.00927833,54.11721167,F,B,D,D,B,B,1,0,27.03168,6.77196,1.72575,0.84825,17.10072,0,0,0.103992418,0,0
6667,C,34,B,23.0082,54.11878667,E,B,A,D,B,B,1,0,27.03168,13.35438,0.4095,1.2285,12.0393,0,0,0.180227328,0,0
6668,C,34,B,23.00739167,54.11966,E,B,D,D,B,B,1,0,27.03168,12.05568,0.351,0.2925,14.3325,0,0,0.335077328,0,0
6669,C,34,B,23.00659833,54.12118,F,B,I,D,B,B,1,0,27.03168,17.84133,0.351,0.5265,8.31285,0,0,0.31511795,0,0
6670,C,34,B,23.00580833,54.12227167,E,B,G,D,B,B,1,0,27.03168,12.73428,0.351,0.468,13.4784,0,0,0.396749301,0,0
6671,C,45,B,23.097455,53.68714,E,B,A,D,B,B,1,0,47.01645,18.61002,0.15093,0.1755,25.74,0,0,0.155799107,0,0
6672,B,19,B,23.59595667,55.51447167,E,B,A,D,B,B,2,0,39.18213,15.55398,0.22815,0,18.72,0,0,0.088970963,0,0
6673,C,34,A,23.005055,54.12364,E,B,B,D,B,B,2,0,27.03168,3.20346,0.936,1.6965,17.10072,0,0,0.083940277,0,0
6674,A,6,B,24.21763833,54.70114333,E,B,B,D,A,B,2,0,27.17442,0,0.117,2.34,8.19,0,0.819,0.294201623,0,0.3251824
6675,C,34,B,23.00412833,54.12496833,F,B,D,D,B,B,1,0,27.03168,18.85923,0.1755,0.20475,7.7922,0,0,0.199564414,0,0
6676,A,6,B,24.21777,54.70103167,E,B,C,D,A,B,2,0,27.17442,0,0.117,1.17,8.19,0,0,0.28144135,0,0
6677,A,6,A,24.21448167,54.699645,E,B,C,D,A,B,2,0,27.17442,0,0.117,1.755,7.02,0,0,0.212512863,0,0
6678,A,9,B,24.58647833,54.76875333,E,B,E,D,A,B,1,0,32.61726,20.96523,0.53703,3.51,7.605,0,0,0.233408873,0,0
6679,B,23,B,24.25008167,55.73655,F,B,G,D,B,C,1,0,5.82426,2.88756,0.0702,0,2.8665,0,0,0.357953183,0,0
6680,C,45,B,23.13239667,53.68353833,E,B,D,D,A,B,1,0,46.8,25.26849,0.17901,0,21.3525,0,0,0,0,0
6681,C,34,A,23.00289,54.12647667,E,B,A,D,B,B,1,0,27.03168,15.12693,0.351,0.08775,11.466,0,0,0.051931382,0,0
6682,C,34,A,23.00429833,54.12715167,E,B,B,D,B,B,4,0,27.03168,5.38668,1.638,1.287,14.625,0,1.755,0.282791795,0,0.117658821
6683,B,31,A,24.08892,55.19050833,E,B,G,D,B,B,1,0,39.18213,0,0.28548,0.13572,16.38,0,0,0.156850964,0,0
6684,C,34,B,23.00542833,54.12558333,F,B,E,D,B,B,1,0,27.03168,12.21948,0.0702,0.4095,14.3325,0,0,0.211629059,0,0
6685,C,34,A,23.00581833,54.12432833,E,B,G,D,B,B,2,0,27.03168,9.13068,1.521,1.17,10.53,0,0,0.386186643,0,0
6686,C,34,B,23.00701167,54.12319167,F,B,D,D,B,B,1,0,27.03168,14.30793,0.1755,1.08225,11.466,0,0,0.054623506,0,0
6687,C,34,B,23.007645,54.12197,E,B,B,D,B,B,1,0,27.03168,10.04913,0.234,4.3875,10.60605,0,0,0.082819177,0,0
6688,C,34,B,23.00881667,54.12061167,E,B,A,D,B,B,2,0,27.03168,4.45068,0.234,0.5265,20.0655,0,0,0,0,0
6689,B,7,A,24.15499,55.034945,E,B,B,D,B,A,3,0,26.91,0,1.58067,0,8.424,0,0,0.255284951,0,0
6690,B,31,B,24.07950333,55.211075,E,B,B,D,B,B,1,0,19.305,0,0.05733,0.02106,5.85,0,0,0.35235217,0,0
6691,C,34,B,23.009435,54.11966833,E,B,A,D,B,B,1,0,27.03168,14.30793,0.1755,1.08225,11.466,0,0,0,0,0
6692,C,34,B,23.01031667,54.11844833,E,B,A,D,B,B,2,0,27.03168,8.44038,0.1755,1.17,14.3208,0,0,0.271423496,0,0
6693,C,34,B,23.01154167,54.11922833,E,B,D,D,B,B,2,0,27.03168,1.67076,0.351,4.095,18.57492,0,0.585,0.230851936,0,0.204631796
6694,C,45,B,23.13251333,53.68538667,E,B,D,D,A,B,1,0,3.861,0,0.00351,0,3.8025,0,0,0.166638846,0,0
6695,C,34,B,23.01040833,54.12074,E,B,C,D,B,B,2,0,27.03168,9.97425,0.2925,1.43325,15.33168,0,0,0.280660941,0,0
6696,B,31,B,24.07935667,55.21066167,E,B,A,D,B,B,1,0,19.305,0,0.19188,0.03159,2.925,0,0,0.261615143,0,0
6697,B,31,A,24.08892833,55.18872333,E,B,A,D,B,B,3,0,39.18213,0,1.60758,0.42822,22.464,0.34632,0,0.300512601,0.166200239,0
6698,B,7,A,24.15467667,55.03694833,E,B,G,D,B,A,3,0,26.91,0,1.1232,1.17,7.1604,0,0,0.168971319,0,0
6699,B,7,B,24.15790333,55.04055667,E,B,B,D,B,B,1,0,40.95,0,0.1287,4.68,8.19,0,0,0.350133936,0,0
6700,B,7,A,24.16242,55.01939,E,B,C,D,B,A,3,0,26.91,0,4.1652,1.872,3.3696,0,0,0.14562015,0,0
6701,B,31,B,24.09027333,55.18864833,E,B,E,D,B,B,2,0,39.18213,0,0.33228,0.01872,22.932,0,0,0.150732035,0,0
6702,B,7,A,24.15422333,55.04405167,E,B,A,D,B,B,1,0,40.95,0,0.351,5.85,9.36,0,0,0.131605579,0,0
6703,B,7,A,24.153805,55.04526,E,A,D,D,B,A,1,0,40.95,0,0.26325,2.457,9.36,0,0,0.176664318,0,0
6704,B,39,B,24.52425333,55.31200333,E,B,B,D,B,B,1,0,39.18213,24.85548,0.28665,0,9.36,0,0,0.169369732,0,0
6705,B,39,B,24.523055,55.31240333,E,B,A,D,B,B,1,0,39.18213,30.70548,0.28665,0,3.51,0,0,0.049398776,0,0
6706,B,39,B,24.52099,55.31302333,E,B,C,D,B,B,3,0,39.18213,17.09253,0.702,0,10.53,1.4976,4.68,0.310171469,0.13357199,0.34144779
6707,C,42,B,23.70347667,52.855645,E,B,A,D,B,B,2,0,46.8,0,0.23049,0.43173,14.96313,0,1.755,0.118261016,0,0.113223763
6708,B,36,B,24.12526333,55.33265333,E,B,A,D,A,B,2,0,39.18213,0,0.04212,0,29.7765,0,0,0.181925481,0,0
6709,B,36,A,24.123915,55.33309333,E,B,D,D,A,B,3,0,76.635,0,1.91412,0,39.6045,0,0,0.27235314,0,0
6710,B,36,B,24.125145,55.33482667,E,B,A,D,A,B,2,0,65.052,0,0.14742,0,46.8,0,0,0.149353503,0,0
6711,A,9,A,24.57344667,54.84041833,E,B,E,D,A,B,2,0,32.61726,13.806,0.5733,2.34,7.02,0,4.095,0.23911646,0,0.339282285
6712,B,36,B,24.12315833,55.33036,E,B,E,D,A,B,2,0,39.18213,0,0.20592,0,28.665,0,0,0.319415508,0,0
6713,C,42,B,23.69967333,52.84955,E,B,A,D,B,B,1,0,46.8,20.4516,0.33345,1.97028,22.87467,0,0.585,0.100825388,0,0.067169786
6714,C,38,B,23.176345,53.76387333,E,B,E,D,A,B,3,0,46.8,0,0.1989,2.7261,18.72,0,25.155,0.138291755,0,0.340096193
6715,A,9,A,24.55809333,54.65535833,E,B,A,D,A,B,3,0,32.60907,16.97202,0.50895,3.51,9.7461,0,1.755,0.137040197,0,0.237679315
6716,C,38,B,23.17824833,53.76344833,E,B,A,D,A,B,3,0,46.8,0,0.8775,0.585,45.045,0,0.2925,0.15233813,0,0.140375482
6717,C,38,A,23.17904833,53.76538333,E,B,A,D,A,B,3,0,46.8,0,1.755,0.585,44.46,0,0,0.268304689,0,0
6718,A,9,B,24.5877,54.839715,E,B,C,D,A,B,1,0,32.61726,21.762,0.2925,1.755,5.85,0,2.925,0.162227657,0,0.286401414
6719,B,11,B,24.12133167,55.387705,E,B,B,D,B,B,1,0,39.16809,24.804,0.12519,0.08424,12.87,0,0,0.141673215,0,0
6720,A,9,B,24.55785788,54.65614681,F,B,E,D,A,B,11,0,32.60907,24.57,1.0062,1.31625,5.44635,0,0,0.313716292,0,0
6721,C,42,B,23.698445,52.856405,F,B,C,D,B,B,1,0,46.8,24.78411,0.12285,0.1053,15.93774,0,0,0.019175747,0,0
6722,A,9,B,24.560725,54.65815333,E,B,E,D,A,B,3,0,32.60907,3.51,0.4563,4.68,6.3063,0,0,0.250109705,0,0
6723,B,11,A,24.119255,55.38607833,E,B,D,D,B,B,3,0,39.16809,11.98782,0.15561,0,21.06,0,0,0.317451346,0,0
6724,C,42,B,23.69843333,52.85665,F,B,A,D,B,B,1,0,46.8,32.88753,0.13221,0.02106,13.7592,0,0,0.275613905,0,0
6725,A,9,B,24.575555,54.844925,E,B,C,D,A,B,1,0,32.61726,22.23,0.3627,3.51,5.85,0,0.2925,0.227059743,0,0.227052585
6726,A,9,A,24.56129833,54.65824,E,B,A,D,A,B,3,0,32.60907,14.42727,0.49725,2.925,7.73955,0,7.02,0.290688715,0,0.285449549
6727,A,9,B,24.57552667,54.84475667,E,B,A,D,A,B,1,0,32.61726,20.475,0.585,0,7.02,0,0,0.257505094,0,0
6728,B,11,A,24.119515,55.38777333,E,B,G,D,A,B,3,0,39.16809,10.79559,0.17784,0,22.23,0,0,0.057599439,0,0
6729,C,1,B,22.96597333,53.37915833,F,B,C,D,B,B,1,0,46.8,0,0.20475,5.41359,29.7648,0,0,0.266414011,0,0
6730,C,42,B,23.700005,52.858555,E,B,A,D,B,B,1,0,46.8,24.54777,0.2106,1.91646,14.27517,0,0,0.225817524,0,0
6731,A,9,B,24.55754333,54.64610333,E,B,B,D,A,B,1,0,32.60907,21.59235,0.43875,1.4625,9.11547,0,0,0.111413164,0,0
6732,B,11,A,24.11759833,55.386055,E,B,I,D,A,B,2,0,39.16809,12.16683,1.1349,1.1817,17.55,0,1.17,0.321560298,0,0.089218567
6733,C,42,B,23.69717833,52.854325,E,B,A,D,B,B,1,0,46.8,28.33974,0.0585,0.91611,17.48565,0,0,0.363870356,0,0
6734,B,11,B,24.11922333,55.36254167,E,B,C,D,A,B,3,0,39.16809,0,0.37206,0.07137,28.08,0,4.68,0.30019831,0,0.372045504
6735,A,6,B,24.15827667,54.97960667,E,B,B,D,B,B,0,0,21.69648,0,0,0,1.521,0,0,0.311196544,0,0
6736,B,19,B,23.58317667,55.403465,E,B,C,D,B,B,1,0,39.17394,27.07263,0.39663,0.00468,11.7,0,0,0.240038803,0,0
6737,A,9,A,24.48621,54.62541833,E,B,A,D,A,B,1,0,32.60907,17.39907,0.585,2.925,7.02,0,3.51,0.12572549,0,0.099995188
6738,A,6,B,24.14736,55.00048667,E,B,A,D,B,B,6,0,21.69648,0,0.117,0.819,1.17,0,0,0.319280563,0,0
6739,A,9,A,24.48658,54.62373333,F,B,G,D,A,B,2,0,32.60907,13.30407,0.585,5.85,8.19,0,2.34,0.145311747,0,0.306257671
6740,A,6,B,24.14211667,54.99918333,E,B,B,D,B,B,0,0,21.69648,0,0.117,1.17,0,0,0,0,0,0
6741,C,45,B,23.13248667,53.68410833,E,B,C,D,A,B,2,0,3.8961,-0.0702,0.1053,0,3.861,0,0,0.292103444,0,0
6742,A,9,A,24.48698833,54.622325,E,B,A,D,A,B,2,0,32.60907,8.74107,0.468,5.85,11.7,0,0,0.095609915,0,0
6743,A,6,B,24.07924667,55.03342333,E,B,C,D,B,B,0,0,44.46,0,0.117,1.17,26.325,0,0,0.268108057,0,0
6744,A,9,A,24.48732667,54.62075167,E,B,A,D,A,B,3,0,32.60907,13.47957,0.702,4.3875,10.53,0,0,0.416938251,0,0
6745,A,9,B,24.48750167,54.619325,E,B,G,D,A,B,1,0,32.60907,21.31857,0.468,0.2925,8.19,0,2.34,0.208144613,0,0.200175711
6746,A,6,B,24.158085,54.98433,E,B,G,D,B,B,30,0,21.69648,-25.22052,0.117,0,1.17,45.63,0,0.328310538,0.212633801,0
6747,C,45,B,23.10691,53.834325,E,B,G,D,B,B,1,0,46.8,23.83407,0.23868,0.20475,22.5225,0,0,0.078751403,0,0
6748,A,9,B,24.48470667,54.61863,E,B,C,D,A,B,3,0,32.60907,15.17607,0.468,0,14.625,0,2.34,0,0,0.321901771
6749,B,39,B,24.51890833,55.311755,E,B,A,D,B,B,1,0,39.18213,28.42398,0.22815,0,10.53,0,0,0.179989414,0,0
6750,B,2,B,24.05395167,55.88944833,E,B,A,D,A,C,1,0,38.61,21.95622,0.27378,0,16.38,0,0,0.119825921,0,0
6751,A,9,B,24.48452167,54.62014333,F,B,E,D,A,B,2,0,32.60907,18.10107,0.468,5.265,7.605,0,0,0.17495399,0,0
6752,A,9,A,24.48427833,54.621705,E,B,B,D,A,B,3,0,32.60907,10.96407,0.585,2.34,10.53,0,4.68,0.172195321,0,0.21655266
6753,B,39,A,24.52034667,55.311165,E,B,D,D,B,B,4,0,39.18213,2.34585,0.56628,0,17.55,0,0,0.324673989,0,0
6754,A,9,B,24.48347833,54.62463,E,B,E,D,A,B,1,0,32.60907,16.34607,0.468,0,13.455,0,2.34,0.248095734,0,0.389866831
6755,C,45,B,23.13183667,53.678435,E,B,E,D,A,B,2,0,46.8,4.68,4.46238,0.4212,37.23642,0,0,0.331205289,0,0
6756,A,9,B,24.48292667,54.62774,E,B,E,D,A,B,2,0,32.60907,12.83607,0.468,3.51,14.625,0,1.17,0.010373953,0,0.259331256
6757,B,2,B,24.05359,55.88916167,E,B,A,D,A,C,1,0,59.67,45.32112,0.30888,0,14.04,0,0,0.237588108,0,0
