farm code,region code,sub region code,holding type code,LATITUDE_coded,LONGITUDE_code,HOLDER LEGAL STATUS CODE,profession code,educational level code,tenure code,soil salinity group code,soil type code,Permanent Employees,Temporary Employees,Holding Area_coded,resting areas_coded,buildings_coded,Wind bumpers_coded,Fruit tree crops_coded,Protected vegetable crops_coded,vegetable crops_coded,Fruit waste %,Plastic houses waste %,Exposed Vegetable  waste %
6378,B,3,B,23.90446333,55.403555,F,B,D,D,B,B,1,0,39.18213,35.45685,0.21528,0,3.51,0,0,0.261699677,0,0
6379,A,9,B,24.49896333,54.62661667,E,B,E,D,A,B,1,0,32.60907,18.10107,1.053,3.51,9.945,0,0,0.361786111,0,0
6380,A,9,A,24.499905,54.62207333,E,B,C,D,A,B,2,0,32.60907,6.45957,0.4095,2.34,12.87,0,4.68,0.349595857,0,0.056247867
6381,C,5,B,23.078915,53.98316,F,B,G,D,B,B,1,0,3.18123,0.95823,0,0,2.223,0,0,0.146352782,0,0
6382,A,9,A,24.4984,54.62653833,E,B,E,D,A,B,1,0,32.60907,11.31507,0.819,8.775,7.02,0,1.17,0.255136548,0,0.202348057
6383,B,3,A,23.90440833,55.40586667,F,B,G,D,B,B,2,0,39.18213,16.12728,0.82485,0,15.21,0,0,0.059265151,0,0
6384,A,9,A,24.496415,54.62121833,F,B,G,D,A,B,3,0,32.60907,0.72657,0.8775,0,12.285,0,11.7,0.080135908,0,0.251377161
6385,A,9,B,24.49496167,54.624135,F,B,A,D,A,B,1,0,32.60907,18.51057,0.6435,5.85,7.605,0,0,0.325341256,0,0
6386,A,9,A,24.49209833,54.62401333,E,B,G,D,A,B,3,0,32.60907,25.43697,0.4095,0,4.095,1.4976,0,0.254780235,0.190211357,0
6387,A,9,B,24.492875,54.622055,E,B,G,D,A,B,2,0,32.60907,17.45757,0.5265,0,4.095,0,10.53,0.11543376,0,0.428281018
6388,B,36,A,24.16271167,55.31087333,E,B,G,D,B,B,5,0,29.18448,0,3.45852,0.89856,14.625,0,2.34,0.302795938,0,0.225369869
6389,A,9,A,24.49305333,54.62049833,E,B,E,D,A,B,3,0,32.60907,9.61857,0.7605,0,5.85,0,15.21,0.365236774,0,0.388693816
6390,A,9,A,24.49130667,54.62146833,E,B,G,D,A,B,3,0,32.60907,18.10107,0.468,0,10.53,0,2.34,0.040498218,0,0.417211946
6391,A,9,A,24.49158167,54.62318167,E,B,G,D,A,B,4,0,32.60907,11.01087,0.468,0,6.435,2.9952,8.19,0.327616935,0.118323302,0.265504479
6392,B,3,B,23.8776,55.34766167,E,B,D,D,B,B,0,1,39.18213,31.91058,0.25155,0,7.02,0,0,0.161431657,0,0
6393,A,9,B,24.49167833,54.62491333,E,B,G,D,A,B,2,0,32.60907,26.34957,0.4095,0,5.85,0,0,0.13433447,0,0
6394,B,3,B,23.87806333,55.34885667,E,B,G,D,B,B,1,0,39.18213,29.64078,0.18135,0,9.36,0,0,0.236355018,0,0
6395,B,3,B,23.87833667,55.35077833,E,B,D,D,B,B,1,0,39.18213,17.77698,0.34515,0,14.04,0,0,0.45115793,0,0
6396,B,3,B,23.87456,55.33738167,E,B,G,D,B,B,1,0,39.18213,28.37133,0.2808,0,10.53,0,0,0.160347587,0,0
6397,B,3,B,23.87390167,55.33554667,E,B,G,D,B,B,1,0,39.18213,24.92568,0.21645,0,9.36,0,0,0.344088449,0,0
6398,B,3,B,23.87413333,55.333005,E,B,D,D,B,B,1,0,39.18213,24.99003,0.1521,0,9.36,0,0,0.210742759,0,0
6399,B,3,B,23.873785,55.331435,E,A,B,D,B,B,1,0,39.18213,28.40058,0.25155,0,10.53,0,0,0.098762542,0,0
6400,B,37,B,24.455205,55.3744,E,B,C,D,B,B,1,0,39.078,22.61376,0.08424,0,11.7,0,0,0.06353737,0,0
6401,B,37,B,24.45708,55.38134833,E,B,B,D,B,B,1,0,39.078,17.30196,0.13104,0,14.625,0,0,0.276073716,0,0
6402,B,37,B,24.45819833,55.38518,E,B,C,D,B,B,4,0,39.078,8.56908,0.08892,0,11.7,0,0,0.244551482,0,0
6403,B,37,B,24.45874167,55.387355,E,B,A,D,B,B,2,0,39.078,3.15666,0.20124,0.0351,31.005,0,0,0.217352394,0,0
6404,B,37,B,24.4592,55.38913333,E,B,C,D,B,B,2,0,39.078,1.53972,0.09828,0,14.04,0,0,0,0,0
6405,B,37,B,24.45967167,55.39100167,E,B,C,D,A,B,2,0,39.078,20.22228,0.13572,0,14.04,0,0,0.029113204,0,0
6406,B,7,B,24.14367,55.02560667,E,B,D,D,B,B,1,0,51.37704,0,0.84942,1.1232,2.3985,0,0,0.2201013,0,0
6407,B,7,B,24.14419833,55.02379167,E,B,A,D,B,A,1,0,52.65,0,0.19422,1.1232,1.2285,0,0,0.358943042,0,0
6408,B,7,B,24.14624833,55.02023,E,B,D,D,B,B,1,0,52.94016,0,0.91494,2.808,2.95425,0,0,0.131442685,0,0
6409,B,18,A,23.81255833,55.43345167,E,B,C,D,B,B,2,0,39.18213,11.20977,5.04036,0,20.475,0,0.702,0.275085758,0,0.307205545
6410,B,36,B,24.13272333,55.23513667,E,B,B,D,A,B,1,0,39.18213,0,0.1638,0.0351,15.21,0,0,0.34455083,0,0
6411,C,45,B,23.10707333,53.83627333,E,B,D,D,B,B,1,0,26.31798,9.82098,0,0,16.497,0,0,0.292841468,0,0
6412,A,6,B,24.18089167,54.96519333,E,B,G,D,A,B,0,0,68.35491,0,0,0,0,0,0,0,0,0
6413,C,45,B,23.13592333,53.687895,E,B,A,D,A,B,3,0,46.8,12.04749,0.19071,0.117,34.4448,0,0,0.263896285,0,0
6414,B,36,A,24.12339833,55.32304667,E,B,G,D,A,B,3,0,39.18213,0,3.83292,0,23.4,0,0,0.235416875,0,0
6415,B,7,A,24.144485,55.02174833,E,A,G,D,B,B,7,0,44.46,0,5.99859,3.51,16.2279,0,0,0.181567824,0,0
6416,B,18,A,23.8144,55.42549,E,B,D,D,B,B,1,0,39.18213,17.55585,0.56628,0,16.38,0,0,0.419763154,0,0
6417,A,6,A,24.18087,54.965995,E,B,G,D,A,B,1,0,53.36838,32.42538,0,0.468,8.775,0,0,0.066821028,0,0
6418,C,5,B,23.076195,53.9797,E,B,D,D,B,B,1,0,0.54171,0.03159,0,0,0.51012,0,0,0.284373563,0,0
6419,B,7,A,24.14238167,55.0253,E,A,G,D,B,A,3,0,46.098,0,3.77442,1.872,1.1232,0,0,0.32043763,0,0
6420,A,6,B,24.18092667,54.96624,E,B,G,D,A,B,1,0,39.04641,21.73041,0.351,0,8.775,0,0,0.190209013,0,0
6421,B,39,B,24.49152667,55.21969333,F,A,C,D,B,B,2,0,39.18213,27.17793,0.3042,0,7.02,0,0,0.086609693,0,0
6422,A,6,B,24.18045167,54.97213167,E,B,A,D,A,B,1,0,39.45474,21.08574,0.351,0,12.168,0,0,0.408145055,0,0
6423,B,36,B,24.12483833,55.32462,E,B,A,D,A,B,1,0,39.18213,0,0.14742,0,15.21,0,0,0.305012551,0,0
6424,C,45,B,23.105165,53.83460667,F,B,G,D,B,B,1,0,8.48016,0.18369,0.04095,0.117,8.13852,0,0,0.113105006,0,0
6425,A,6,B,24.18137333,54.96354333,E,B,G,D,A,B,1,0,26.58006,4.66596,0.2925,3.744,5.0076,0,0,0.017924755,0,0
6426,C,45,B,23.10174,53.6881,F,B,G,D,B,B,4,0,46.82106,0,1.03194,3.159,42.63012,0,0,0.251528825,0,0
6427,B,18,A,23.79930333,55.42585333,F,B,D,D,B,B,2,0,39.18213,5.63121,0.79092,0,18.72,0,0,0.32993871,0,0
6428,C,45,B,23.13142,53.68552167,F,B,D,D,A,B,1,0,15.59844,0,0.89856,0,14.69988,0,0,0.195105693,0,0
6429,C,5,B,23.076195,53.97971833,E,B,G,D,B,B,1,0,0.51012,0,0,0,0.51012,0,0,0.356690031,0,0
6430,A,6,A,24.182695,54.967755,E,B,G,D,A,B,4,0,46.8,18.4743,5.2767,3.744,12.87,0,2.925,0.276737669,0,0.051737341
6431,C,45,B,23.09991167,53.68601167,E,B,G,D,B,B,2,0,46.88775,0,3.41172,6.2829,37.19313,0,0,0.29602606,0,0
6432,B,39,B,24.489835,55.21865333,E,B,C,D,B,B,1,0,39.18213,27.28323,0.1989,0,7.02,0,0,0.289041141,0,0
6433,B,36,B,24.12584833,55.32565667,E,B,G,D,A,B,1,0,39.18213,0,0.14742,0,16.38,0,0,0.313280031,0,0
6434,B,36,B,24.1332,55.23701833,E,B,G,D,A,B,2,0,39.18213,0,0.1755,0,3.51,0,0,0.333890864,0,0
6435,A,6,B,24.182605,54.963495,E,B,G,D,A,B,1,0,35.1819,23.4819,0,0,4.68,0,0,0.243882043,0,0
6436,C,35,A,24.45475,52.28748833,E,B,A,D,A,B,1,0,8.84286,0,0.1755,0,6.5052,0,0.0936,0.335707029,0,0.106429948
6437,B,18,B,23.79907667,55.42579167,E,B,B,D,B,B,2,0,39.18213,22.99518,0.32175,0.1872,15.21,0,0.468,0.120158769,0,0.298888845
6438,B,19,B,23.588405,55.52756667,E,B,C,D,B,B,2,0,39.18564,6.13899,0.28665,0,30.42,0,0,0.335335569,0,0
6439,A,6,B,24.1842,54.96548167,E,B,D,D,A,B,1,0,40.46679,25.53759,0,0,4.3992,0,0,0.02941929,0,0
6440,B,18,B,23.78931833,55.48062167,E,B,E,D,B,B,0,0,39.18213,29.59866,0.22347,0,4.68,0,0,0.218974119,0,0
6441,C,45,B,23.103585,53.68767833,E,B,G,D,B,B,3,0,47.268,0,0.34632,7.34175,39.57993,0,0,0.295905211,0,0
6442,B,36,B,24.12585833,55.32542,E,B,G,D,A,B,1,0,39.18213,0,0.14742,0,15.21,0,0,0,0,0
6443,A,6,A,24.18451667,54.96737,E,B,G,D,A,B,1,0,41.25771,20.12751,1.0062,0,11.934,0,0,0.191956613,0,0
6444,B,29,A,23.70320167,55.522155,E,B,B,D,B,B,3,0,36.91701,12.80916,1.81935,0,18.018,0,1.9305,0.070569091,0,0.415204723
6445,B,24,A,23.41351333,55.400385,E,A,A,D,B,B,1,0,39.18213,27.29493,0.1872,0,7.02,0,0,0.36563189,0,0
6446,C,35,A,24.45513,52.286945,E,B,A,D,A,B,1,0,11.32326,0,0.1755,0.0351,8.9622,0,0.5616,0.213250123,0,0.342735601
6447,B,36,B,24.13373833,55.23886833,E,B,D,D,A,B,2,0,39.09672,0,0.15912,0.0117,4.68,0,7.02,0.261855858,0,0.226250693
6448,B,18,B,23.79001333,55.48085167,E,B,C,D,B,B,2,0,39.18213,24.74433,0.21645,0,8.37135,0,0,0,0,0
6449,B,39,A,24.49085167,55.21691833,E,B,A,D,B,B,1,0,39.18213,24.94323,0.1989,0,9.36,0,0,0.409295738,0,0
6450,B,3,B,23.89320167,55.34709667,E,B,A,D,B,B,1,0,39.18213,20.09475,0.36738,0,11.7,0,0,0.369324708,0,0
6451,B,7,B,24.16372167,55.01665333,E,B,C,D,B,A,1,0,26.91,0,1.57365,1.755,0,0,0,0,0,0
6452,B,36,B,24.12453,55.32648,E,B,G,D,A,B,2,0,39.18213,0,0.14742,0,21.06,0,0,0.386844625,0,0
6453,B,18,A,23.78973333,55.47876333,E,B,A,D,B,B,2,0,39.18213,25.44048,0.57915,0,8.4825,0,0,0.344857833,0,0
6454,C,45,B,23.13632333,53.68988,E,B,A,D,A,B,2,0,46.8,7.47045,3.17655,0.117,32.526,0,0,0.184549928,0,0
6455,B,3,B,23.87873333,55.35283167,E,B,D,D,B,B,1,0,39.18213,36.70173,0.1404,0,2.34,0,0,0.313298153,0,0
6456,B,3,B,23.89249333,55.34728167,F,B,F,D,B,B,1,0,39.18213,32.01588,0.14625,0,7.02,0,0,0.168884124,0,0
6457,B,7,A,24.152665,55.04338333,E,B,A,D,B,A,1,0,26.91,0,0.234,0.02808,6.7275,0,0,0.273890475,0,0
6458,B,39,B,24.51250333,55.25755667,E,B,C,D,B,B,1,1,39.18213,35.32347,0.05616,0,3.8025,0,0,0.186084737,0,0
6459,B,8,A,24.125815,55.35565667,E,B,F,D,A,B,4,0,39.17511,0,5.06376,0,16.38,0,0,0.175667454,0,0
6460,C,33,B,23.09669833,53.57167,E,B,B,D,A,B,2,0,46.87839,5.06259,0.01755,1.02375,37.2645,0,0,0.259299671,0,0
6461,A,6,B,24.183905,54.96316667,E,B,C,D,A,B,1,0,11.7,2.5506,0.351,0,5.2884,0,0,0.071665703,0,0
6462,A,6,A,24.21904667,54.701565,E,B,D,D,A,B,5,0,27.17442,0,0.1755,0.117,10.53,0,0.585,0.26974367,0,0.220564921
6463,C,35,A,24.45585,52.28601167,E,B,A,D,A,B,1,0,11.41218,0,0.4563,0.0936,6.6573,0,0.7956,0.057919584,0,0.214846328
6464,C,33,B,23.08936,53.56480333,E,B,G,D,B,B,1,0,46.8,20.33109,0.32643,0,26.14248,0,0,0.380837642,0,0
6465,B,36,B,24.12315333,55.32838,E,B,E,D,A,B,7,0,39.18213,0,4.66596,0.02808,23.985,1.5678,0,0.212921135,0.179722626,0
6466,B,7,B,24.13759738,55.09024467,E,B,A,D,B,A,1,0,26.91,0,0.351,0.0936,6.318,0,0,0.3488114,0,0
6467,B,40,B,24.08061667,55.354705,E,B,G,D,B,B,1,0,39.18213,0,0.18252,0,3.51,0,0,0.224630229,0,0
6468,B,3,B,23.88359,55.34951167,E,B,A,D,B,B,2,0,39.18213,27.2376,0.24453,0,11.7,0,0,0.289669307,0,0
6469,C,35,A,24.45649833,52.28514667,E,B,A,D,A,B,1,0,10.95705,0,0.2925,0.1755,6.40575,0,0.7488,0.267756276,0,0.325690042
6470,B,7,B,24.15329333,55.04049167,E,B,B,D,B,A,1,0,27.378,0,0.17082,1.053,2.5272,0,0,0.133084234,0,0
6471,B,29,B,23.67026667,55.53891667,F,B,D,D,B,B,2,0,39.16575,6.46425,1.4274,0.2925,28.6416,0,0,0.186301674,0,0
6472,B,20,A,24.19744333,55.65703667,E,B,A,D,A,B,5,0,105.45093,43.29,2.75535,0.1638,56.16,0,0,0.207461923,0,0
6473,B,8,B,24.12404,55.35758333,E,B,D,D,A,B,1,0,38.82411,0,0.18018,0.0351,8.775,0,0,0.0480447,0,0
6474,C,5,B,23.11244,53.891,E,B,G,D,B,B,1,0,31.27059,5.10471,0.03978,0.04095,26.08515,0,0,0.104736999,0,0
6475,B,3,B,23.90130833,55.347255,E,B,B,D,B,B,1,0,39.18213,14.47056,0.14157,1.17,23.4,0,0,0.023982931,0,0
6476,B,7,A,24.15204833,55.04554667,E,B,A,D,B,A,2,0,26.91,0,0.21528,1.6848,2.2932,0,0,0.272806663,0,0
6477,A,9,A,24.58316167,54.771995,E,B,B,D,A,B,2,0,32.61726,20.124,0.6084,2.34,8.775,0,0,0.068868676,0,0
6478,C,33,B,23.09547667,53.57344833,E,B,I,D,A,B,2,0,27.2025,3.18825,0.02925,0.585,23.4,0,0,0.05087335,0,0
6479,A,9,B,24.57383333,54.84349333,E,B,B,D,A,B,2,0,32.61726,11.7,0.3627,0,8.19,0,0,0.085498032,0,0
6480,B,24,B,23.41391333,55.39846833,F,A,D,D,B,B,1,0,39.18213,34.33248,0.16965,0,4.68,0,0,0.15018906,0,0
6481,C,33,B,23.03129333,53.476545,E,B,A,D,B,B,1,0,21.06,5.85,0,2.34,12.87,0,0,0.156140078,0,0
6482,B,7,B,24.14167833,55.03106,E,B,E,D,B,A,1,0,31.21092,0,0.25506,0,3.51,0,0,0.322548599,0,0
6483,C,1,B,22.99364833,53.42589167,E,B,A,D,B,B,1,0,27.03168,0,0.2808,1.73628,13.9815,0,0,0.32487899,0,0
6484,B,41,B,24.48972167,55.61996833,E,B,G,D,B,B,1,0,39.18096,26.63856,0.2574,0,9.36,0,2.925,0.337785048,0,0.189879104
6485,A,6,A,24.218925,54.70194667,E,B,E,D,A,B,3,0,27.17442,0,0.1755,2.691,8.19,0,2.925,0.009335764,0,0.200185636
6486,C,33,A,23.09545,53.56734167,F,B,D,D,A,B,3,0,34.2225,7.12881,0.5967,0.5265,25.97049,0,0,0.358962519,0,0
6487,B,8,B,24.125805,55.35765333,E,A,D,D,A,B,1,0,39.60216,0,2.53188,0.33462,6.318,0,0,0.05660661,0,0
6488,B,39,A,24.51334333,55.25940167,E,B,C,D,B,B,2,0,39.18213,22.7331,0.77103,0.468,10.53,0,0,0.322582423,0,0
6489,B,40,A,24.07864333,55.35447667,E,B,C,D,A,B,2,0,39.18213,0,0.33345,0,28.08,0,0,0.084518807,0,0
6490,B,16,B,23.92778833,55.44240833,E,B,G,D,B,B,1,0,39.1599,23.1894,0.7605,0,11.7,0,0,0.130322502,0,0
6491,A,9,A,24.57410333,54.84494833,E,B,G,D,A,B,2,0,32.61726,19.656,0.2925,2.925,7.02,0,2.6325,0.07567204,0,0.345514536
6492,B,27,B,24.45956667,55.677375,E,B,A,D,B,B,4,0,39.23595,3.57435,0.0936,0,16.848,0,0,0.158676946,0,0
6493,B,19,A,23.57788167,55.51227667,E,B,G,D,B,B,1,0,39.18213,26.03601,1.44612,0,7.02,0,0,0.168469282,0,0
6494,B,19,B,23.5981189,55.52942993,E,B,G,D,B,B,1,0,39.078,31.79826,0.25974,0,4.68,0,0,0.262323241,0,0
6495,C,1,B,23.005115,53.46420167,E,B,A,D,B,B,1,0,46.8,0,0.4095,3.67614,21.6684,0,0,0.314610645,0,0
6496,C,33,B,23.03093333,53.47565833,E,B,A,D,B,B,1,0,17.55,0.8775,0.2925,0,16.38,0,0,0.306240375,0,0
6497,B,3,B,23.86703333,55.37095667,E,B,A,D,B,B,2,0,39.18213,23.78493,0.1872,0,10.53,0,0,0.359204179,0,0
6498,B,41,B,24.483495,55.57038167,E,B,G,D,A,B,2,0,39.16575,18.72,0.55575,0,9.36,0,4.68,0.322802459,0,0.355305727
6499,B,39,A,24.52394667,55.30997,E,B,E,D,B,B,3,0,39.18213,23.31693,2.2464,1.17,7.02,0.7488,4.68,0.309515597,0.061560696,0.30690122
6500,B,3,B,23.85397833,55.37236667,E,B,D,D,B,B,2,0,39.17394,23.49594,0.468,0,10.53,0,0,0.173056731,0,0
6501,B,20,A,24.19732,55.65412667,E,B,G,D,A,B,8,0,50.71599,12.87,6.201,0.9711,29.25,0,0,0.158783672,0,0
6502,C,1,B,23.00186333,53.46069167,E,B,C,D,B,B,1,0,10.9044,0,0,0,2.34,0,0,0.104468922,0,0
6503,C,35,A,24.45689833,52.28464167,E,B,D,D,A,B,2,0,13.09815,0,0.5148,0,5.1597,0,0.9828,0.269580984,0,0.441284821
6504,B,24,B,23.41203667,55.39811,E,A,A,D,B,B,1,0,39.18213,33.14493,0.1872,0,5.85,0,0,0.152074881,0,0
6505,B,3,B,23.86537667,55.37112833,E,B,A,D,B,B,1,0,39.18213,29.63493,0.1872,0,7.02,0,0,0.219898038,0,0
6506,C,43,B,23.6264,53.65564,E,A,A,D,B,B,2,0,27.03168,0,0.9243,0.36504,25.74,0,0,0.31367861,0,0
6507,C,35,A,24.45837333,52.28232,E,B,B,D,A,B,1,0,12.81969,0,0.234,0.2925,5.8266,0,0.819,0.082662891,0,0.064411441
6508,B,3,B,23.86864167,55.36986833,E,B,D,D,B,B,5,0,39.17394,7.36164,0.2223,0,3.51,0,0,0.13083818,0,0
6509,B,16,B,23.94819333,55.48497667,E,B,D,D,B,B,1,0,39.1833,25.3773,0.351,0,0,0,0,0,0,0
6510,C,1,B,22.99983667,53.46094667,E,B,A,D,B,B,1,0,46.8,0,0.9828,5.94945,13.9464,0,0,0.350976361,0,0
6511,A,9,B,24.57426667,54.84438667,E,B,B,D,A,B,1,0,32.61726,20.124,0.585,2.34,8.19,0,1.17,0.30451448,0,0.277476402
6512,C,43,B,23.62764333,53.655735,E,B,G,D,B,B,2,0,27.03168,0,0.29016,2.17152,24.57,0,0,0.229005757,0,0
6513,B,41,B,24.49169333,55.62035333,E,B,B,D,B,B,3,0,39.18096,20.21526,0.2457,0,11.7,0,7.02,0.253620633,0,0.230606641
6514,B,29,B,23.67710667,55.539775,E,B,B,D,B,B,3,0,39.14937,3.14847,1.4859,0,20.475,0,0,0.315028735,0,0
6515,B,3,B,23.87042667,55.37064333,E,B,G,D,B,B,1,0,39.17511,33.13791,0.1872,0,5.85,0,0,0.246554341,0,0
6516,C,45,B,23.12156667,53.84919833,E,B,E,D,B,B,1,0,10.62243,1.26243,0,0,9.36,0,0,0.27006008,0,0
6517,B,29,B,23.61403667,55.45114167,E,B,D,D,B,B,2,0,39.18213,14.79933,0.3978,0,16.965,0,0,0.133381349,0,0
6518,C,1,B,22.98724333,53.40662,E,B,A,D,B,B,1,0,27.03168,0,0.05616,2.874105,11.0565,0,1.17,0.272873871,0,0.163354353
6519,B,16,B,23.92936333,55.44372333,E,B,A,D,B,B,1,0,39.1599,20.53935,0.31005,0,13.6305,0,0,0.346473846,0,0
6520,B,27,B,24.44991333,55.66152,E,B,A,D,B,B,4,0,40.365,20.9664,0.0936,0,14.625,0,0,0.31943924,0,0
6521,C,33,B,23.03238,53.48199167,E,B,A,D,A,B,0,1,5.85,0,0,0,5.85,0,0,0.218855076,0,0
6522,A,6,B,24.163425,54.969755,E,B,A,D,B,B,1,0,18.018,0,0,0.819,6.552,0,0,0.308139753,0,0
6523,B,19,B,23.57921167,55.51364333,E,B,G,D,B,B,1,0,39.16926,11.79126,0.468,0,15.21,0,0,0.255763167,0,0
6524,C,1,B,22.99449167,53.45413,E,B,B,D,B,B,1,0,53.7264,0,1.053,7.55235,11.8404,0,0,0.261761828,0,0
6525,B,41,B,24.48280667,55.56856167,E,B,G,D,A,B,1,0,39.16575,12.87,1.72575,0,23.4,0,0,0.293497438,0,0
6526,B,40,B,24.07542833,55.35413,E,B,A,D,B,B,1,0,39.18213,0,0.14508,0,23.4,0,0,0.23778097,0,0
6527,A,9,B,24.57693333,54.84523167,E,B,D,D,A,B,3,0,32.61726,16.965,0.5265,0,5.85,0,8.775,0.073811348,0,0.111275182
6528,B,24,B,23.41135667,55.40196833,E,A,B,D,B,B,1,0,39.18213,26.12493,0.1872,0,8.19,0,0,0.01662623,0,0
6529,A,9,A,24.58266167,54.7719,E,B,A,D,A,B,2,0,32.61726,11.7,0.6084,2.925,8.775,0,8.19,0.253568768,0,0.203567369
6530,C,45,B,23.12251,53.84869333,E,B,G,D,B,B,1,0,8.5293,0.3393,0,0,5.85,0,0,0.064995913,0,0
6531,B,39,B,24.52238333,55.31046667,E,B,E,D,B,B,1,0,39.18213,19.83033,0.6318,0,9.36,0,0,0.194118761,0,0
6532,C,33,B,23.03243,53.48163,E,B,A,D,A,B,0,1,7.02,0,0,0,7.02,0,0,0.10838195,0,0
6533,C,45,B,23.10727,53.74985333,F,B,D,D,B,B,1,0,15.83478,4.11255,0.20592,0.31824,10.61307,0,0,0.225151236,0,0
6534,B,16,B,23.93285833,55.44212,E,B,G,D,B,B,1,0,39.1833,28.9926,0.2457,0,9.945,0,0,0.304458789,0,0
6535,B,41,B,24.49147,55.61947833,E,B,G,D,B,B,1,0,39.18096,29.61036,2.5506,0,7.02,0,0,0.212369056,0,0
6536,B,16,B,23.94684333,55.48353333,E,B,D,D,B,B,1,0,39.1833,24.8274,0.3159,0,9.36,0,0,0.334685378,0,0
6537,A,9,A,24.57705167,54.84493,E,B,A,D,A,B,2,0,32.61726,22.464,0.6084,0,5.85,0,3.51,0.100244691,0,0.191803426
6538,B,29,B,23.61417333,55.44917167,E,B,D,D,B,B,2,0,39.18213,15.54813,0.234,0,16.38,0,0,0.33006227,0,0
6539,C,1,B,22.99427333,53.452815,E,B,B,D,B,B,1,0,32.50026,0,0,0,10.179,0,0,0.273083376,0,0
6540,B,19,B,23.59810907,55.52708499,E,B,C,D,B,B,4,0,39.13884,3.0888,0.95004,0,11.7,0,0,0.192341306,0,0
6541,B,7,A,24.15276667,55.04251667,E,B,C,D,B,A,2,0,26.91,0,0.62127,2.7495,4.8438,0,0,0.071962749,0,0
6542,C,38,B,23.297655,53.75818167,E,B,A,D,A,B,6,0,46.8,0,0.1404,0.468,12.2616,0,33.93,0.366874296,0,0.231438534
6543,A,6,B,24.16333667,54.97098167,E,B,A,D,B,B,1,0,18.018,0,0,4.095,4.68,0,0,0.054520997,0,0
6544,C,33,B,23.03298,53.473355,E,B,E,D,B,B,1,0,26.325,5.265,0.585,0.585,17.55,0,0,0.371355637,0,0
6545,C,43,A,23.628205,53.65468833,F,B,A,D,B,B,2,0,27.03168,17.45172,1.11735,0.60021,7.8624,0,0,0.047558381,0,0
6546,B,19,B,23.57690667,55.51670833,E,B,A,D,B,B,2,0,39.18213,7.19433,0.3978,0,23.4,0,0,0.251946886,0,0
6547,B,24,B,23.40814,55.39917,E,A,G,D,B,B,1,0,39.18213,24.93387,0.20826,0,5.85,0,0,0.201630374,0,0
6548,B,31,B,24.09271,55.19046667,E,B,G,D,B,B,1,0,39.18213,0,0.22347,0,14.04,0,0,0.253772343,0,0
6549,B,20,A,24.20187333,55.657615,E,B,A,D,A,B,9,0,91.15704,0,2.00304,0.234,59.67,0,0,0.343243044,0,0
6550,C,1,B,22.99267333,53.453525,E,B,A,D,B,B,1,0,32.50026,0,0.8424,0.90207,8.658,0,0,0.047552064,0,0
6551,C,45,B,23.12108667,53.84783167,E,B,C,D,B,B,1,0,5.34339,0.07839,0,0,3.51,0,0,0.106736812,0,0
6552,B,41,B,24.48219667,55.56297833,E,B,A,D,A,B,1,0,39.16575,10.53,0.55575,3.51,23.4,0,0,0.335611841,0,0
6553,B,29,A,23.68001333,55.53914167,E,B,G,D,B,B,2,0,39.15405,31.4613,2.691,0.32175,0,0,0,0,0,0
6554,B,29,B,23.61265333,55.44901,E,B,C,D,B,B,1,0,39.18213,27.83313,0.234,0,11.115,0,0,0.39718945,0,0
6555,A,9,A,24.57842333,54.84512333,E,B,D,D,A,B,1,0,32.61726,24.61446,0.3978,0,6.435,0,1.17,0.304131966,0,0.427563601
6556,A,9,B,24.58243833,54.77364,E,B,C,D,A,B,2,0,32.61726,4.51386,0.6084,0,17.55,0,9.945,0.29231748,0,0.086398931
6557,B,41,A,24.490385,55.622535,E,B,B,D,B,B,2,0,39.18096,23.72526,7.2657,0,8.19,0,0,0.316455151,0,0
6558,B,16,B,23.92887333,55.44203,E,B,H,D,B,B,2,0,39.1833,19.5975,0.2808,0,14.625,0,0,0.21552526,0,0
6559,B,19,A,23.59054833,55.39611833,F,B,G,D,B,B,1,0,39.18213,27.20718,0.27495,0,7.02,0,0,0.314572903,0,0
6560,B,41,B,24.478105,55.603615,F,B,G,D,B,B,3,0,39.182013,20.113353,0.17082,0,11.87784,0,2.34,0.082876015,0,0.203926539
6561,A,6,B,24.17696,55.02870833,E,B,A,D,B,B,2,0,24.49161,0,0.0585,0.1404,11.7,0,0,0.257496631,0,0
6562,B,31,B,24.09079167,55.19054333,E,B,D,D,B,B,2,0,39.18213,0,0.37908,0,19.89,0,0,0.186736841,0,0
6563,C,1,B,22.98961667,53.450055,E,B,A,D,B,B,1,0,26.91,0,0.63063,5.98104,13.36725,0,0,0.087831244,0,0
6564,C,21,B,23.61488333,54.396055,E,B,A,D,B,B,0,0,20.4048,18.79605,0,1.02375,0.585,0,0,0.115192077,0,0
6565,C,45,B,23.12202833,53.84755,E,B,C,D,B,B,1,0,23.68782,9.36,0.28782,0,14.04,0,0,0.020206713,0,0
6566,B,16,B,23.93206833,55.434455,E,B,E,D,B,B,1,0,39.1833,24.9561,0.1872,0,9.36,0,0,0.209047548,0,0
6567,B,16,A,23.940155,55.46772167,F,B,D,D,B,B,2,0,39.1716,23.6574,0.8892,0,9.945,0,0,0.347589968,0,0
6568,C,43,B,23.627205,53.65681833,E,B,G,D,B,B,1,0,27.03168,10.53,0.94068,2.10483,13.455,0,0,0.185268723,0,0
